2026-04-11 13:54:41 | INFO     | appLogger | set_logger  : 18  | --------------------------------------------------------------------------------
2026-04-11 13:56:29 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 黄河文化与皮影戏的渊源深厚，其技艺传承至今，以竹制或皮制影人投射光影，讲述英雄史诗与人间百态，被誉为“东方光影艺术瑰宝”。 (sid=2)
2026-04-11 13:56:29 | INFO     | appLogger | llm_worker  : 43  | [LLM] 生成时间为：7.307765
2026-04-11 13:57:21 | INFO     | appLogger | asr_worker  : 18  | [ASR] 获取问题所需时间：59
2026-04-11 13:57:21 | INFO     | appLogger | asr_worker  : 23  | [ASR] 用户问题：现在它还有什么表现形式 (sid=3)
2026-04-11 13:57:21 | INFO     | appLogger | llm_worker  : 16  | [LLM] 开始生成 sid=3
2026-04-11 13:57:31 | INFO     | appLogger | llm_service : 63  | sentence: 皮影戏如今以传统技艺为基础，融合现代艺术形式呈现。
2026-04-11 13:57:31 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 皮影戏如今以传统技艺为基础，融合现代艺术形式呈现。 (sid=3)
2026-04-11 13:57:31 | INFO     | appLogger | llm_service : 63  | sentence: 在传承中，它通过光影艺术讲述英雄史诗与人间百态，同时借助数字化技术，如LED投影、数字特效等，拓展表现维度。
2026-04-11 13:57:31 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 在传承中，它通过光影艺术讲述英雄史诗与人间百态，同时借助数字化技术，如LED投影、数字特效等，拓展表现维度。 (sid=3)
2026-04-11 13:57:32 | INFO     | appLogger | llm_service : 63  | sentence: 此外，皮影戏在节庆活动中被赋予新意，例如结合黄河文化主题的沉浸式演出，以及通过非遗传承人带领的公益巡演，让观众在光影中感受黄河文明的脉搏。
2026-04-11 13:57:32 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 此外，皮影戏在节庆活动中被赋予新意，例如结合黄河文化主题的沉浸式演出，以及通过非遗传承人带领的公益巡演，让观众在光影中感受黄河文明的脉搏。 (sid=3)
2026-04-11 13:57:32 | INFO     | appLogger | llm_worker  : 43  | [LLM] 生成时间为：11.159548
2026-04-11 13:59:19 | INFO     | appLogger | asr_worker  : 18  | [ASR] 获取问题所需时间：117
2026-04-11 13:59:19 | INFO     | appLogger | asr_worker  : 23  | [ASR] 用户问题：介绍一下黄河流域的还有哪些飞翼项目 (sid=4)
2026-04-11 13:59:19 | INFO     | appLogger | llm_worker  : 16  | [LLM] 开始生成 sid=4
2026-04-11 13:59:31 | INFO     | appLogger | llm_service : 63  | sentence: 黄河流域非遗项目中，与“飞翼”相关的主要有：  
1.
2026-04-11 13:59:31 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 黄河流域非遗项目中，与“飞翼”相关的主要有：  
1. (sid=4)
2026-04-11 13:59:32 | INFO     | appLogger | llm_service : 63  | sentence: **黄河号子**（传统音乐）：包括船工号子与河工号子，以黄河船工劳作场景为题材，展现黄河文明的劳作智慧。
2026-04-11 13:59:32 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: **黄河号子**（传统音乐）：包括船工号子与河工号子，以黄河船工劳作场景为题材，展现黄河文明的劳作智慧。 (sid=4)
2026-04-11 13:59:32 | INFO     | appLogger | llm_service : 63  | sentence: 2.
2026-04-11 13:59:32 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 2. (sid=4)
2026-04-11 13:59:33 | INFO     | appLogger | llm_service : 63  | sentence: **酒酿造技艺**（大湖九河黄酒酿造技艺）：以黄河谷地酒曲发酵工艺为核心，传承千年酿酒技艺，体现黄河农耕文明的精妙。
2026-04-11 13:59:33 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: **酒酿造技艺**（大湖九河黄酒酿造技艺）：以黄河谷地酒曲发酵工艺为核心，传承千年酿酒技艺，体现黄河农耕文明的精妙。 (sid=4)
2026-04-11 13:59:33 | INFO     | appLogger | llm_service : 63  | sentence: 3.
2026-04-11 13:59:33 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 3. (sid=4)
2026-04-11 13:59:34 | INFO     | appLogger | llm_service : 63  | sentence: **风筝制作技艺**（宋室风筝/张氏风筝）：以黄河沿岸风筝文化为载体，融合传统工艺与艺术创意，展现黄河地区民间艺术的灵动。
2026-04-11 13:59:34 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: **风筝制作技艺**（宋室风筝/张氏风筝）：以黄河沿岸风筝文化为载体，融合传统工艺与艺术创意，展现黄河地区民间艺术的灵动。 (sid=4)
2026-04-11 13:59:34 | INFO     | appLogger | llm_service : 63  | sentence: 4.
2026-04-11 13:59:34 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 4. (sid=4)
2026-04-11 13:59:35 | INFO     | appLogger | llm_service : 63  | sentence: **莲湖精巧面塑**（传统美术）：以黄河沿岸地域特色为灵感，通过面塑技艺展现黄河文化中的民俗审美与艺术表达。
2026-04-11 13:59:35 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: **莲湖精巧面塑**（传统美术）：以黄河沿岸地域特色为灵感，通过面塑技艺展现黄河文化中的民俗审美与艺术表达。 (sid=4)
2026-04-11 13:59:35 | INFO     | appLogger | llm_service : 63  | sentence: 以上项目均属黄河流域非遗，通过技艺传承与艺术创新，诠释黄河文明的厚重与灵动。
2026-04-11 13:59:35 | INFO     | appLogger | dispatcher  : 67  | [UI] -> Unity: 以上项目均属黄河流域非遗，通过技艺传承与艺术创新，诠释黄河文明的厚重与灵动。 (sid=4)
2026-04-11 13:59:35 | INFO     | appLogger | llm_worker  : 43  | [LLM] 生成时间为：16.407867
