2026-04-11 14:44:43 | INFO     | appLogger | set_logger  : 18  | --------------------------------------------------------------------------------
2026-04-11 14:46:25 | INFO     | appLogger | llm_worker  : 43  | [LLM] 生成时间为：9.523332
2026-04-11 14:46:32 | INFO     | appLogger | tts_service : 91  | [TTS] play completed
2026-04-11 14:46:32 | INFO     | appLogger | tts_service : 47  | [TTS] start sid=2, text=若想了解黄河流域非遗，可关注汉剧、皮影戏、木偶戏、狮舞等传统...
2026-04-11 14:46:34 | INFO     | appLogger | tts_service : 76  | [TTS] synth time: 1.71s, play...
2026-04-11 14:46:34 | INFO     | appLogger | tts_service : 81  | [TTS-Tone] 首字开始播放时间：1.727698
2026-04-11 14:46:43 | INFO     | appLogger | tts_service : 91  | [TTS] play completed
2026-04-11 14:46:43 | INFO     | appLogger | tts_service : 47  | [TTS] start sid=2, text=这些戏种承载着黄河沿岸的文化记忆，如汉剧的二簧唱腔、皮影戏的...
2026-04-11 14:46:44 | INFO     | appLogger | tts_service : 76  | [TTS] synth time: 1.78s, play...
2026-04-11 14:46:44 | INFO     | appLogger | tts_service : 81  | [TTS-Tone] 首字开始播放时间：1.786950
2026-04-11 14:46:56 | INFO     | appLogger | tts_service : 91  | [TTS] play completed
2026-04-11 14:47:11 | INFO     | appLogger | app_controller : 77  | 收到退出信号：2
2026-04-11 14:47:11 | INFO     | appLogger | app_controller : 72  | 程序终止，保存时间戳...
2026-04-11 14:47:11 | INFO     | appLogger | app_controller : 67  | 执行 finally 块，保存时间戳...
